Transaction_Date,Price,Transaction_Type,Property_Type,Area_sqft,Location,Floor,Age_of_Property,Number_of_Rooms,Number_of_Bathrooms,Amenities,Orientation,Condition,Inflation_Rate,Interest_Rate,Exchange_Rate,Economic_Condition,Crime_Rate,Region_Average_Price,Days_on_Market
2019-01-24 08:41:45.850585058,2653586.0,Rent,Penthouse,2988.0,Jumeirah,11.0,0.0,2.0,,Gym,nan,Under Construction,3.38,,3.65,Stable,3.05,2413937.0,200.0
2019-01-24 13:04:35.427542754,11952740.0,Rent,Villa,11339.0,Dubai Marina,43.0,44.0,7.0,2.0,Pool,West,Renovated,2.04,3.28,3.52,Recession,4.2,,162.0
2019-01-24 17:27:25.004500450,10473043.0,Sale,Townhouse,1555.0,Jumeirah,39.0,14.0,7.0,2.0,"Elevator, Gym, Pool, Garden",South,New,3.06,5.15,3.98,Recession,2.95,13958688.0,194.0
2019-01-24 21:50:14.581458145,12310088.0,Rent,Land,1298.0,Palm Jumeirah,41.0,46.0,8.0,1.0,"Pool, Elevator",nan,Renovated,1.71,3.86,3.79,Stable,5.3,,302.0
2019-01-25 02:13:04.158415841,9493327.0,nan,Land,7237.0,Business Bay,49.0,25.0,9.0,,"Elevator, Garden, Pool",West,New,4.55,4.04,3.63,Growth,8.74,13498210.0,28.0
2019-01-25 06:35:53.735373537,859762.0,Sale,Land,559.0,Dubai Marina,5.0,29.0,7.0,3.0,"Parking, Elevator, Garden, Pool",East,Needs Renovation,2.08,3.29,3.96,Stable,5.83,2648478.0,219.0
2019-01-25 10:58:43.312331233,8179454.0,Rent,Townhouse,6288.0,Jumeirah,31.0,1.0,6.0,1.0,"Pool, Parking",nan,Needs Renovation,1.59,4.05,3.95,Recession,3.39,9779168.0,249.0
2019-01-25 15:21:32.889288929,2118638.0,Sale,Penthouse,10067.0,Dubai Marina,21.0,44.0,8.0,3.0,"Pool, Gym, Elevator, Garden, Parking",West,New,3.66,5.57,3.61,Growth,3.17,9494573.0,349.0
2019-01-25 19:44:22.466246624,14918287.0,Rent,Townhouse,7786.0,Jumeirah,27.0,36.0,8.0,2.0,Pool,West,Renovated,2.66,4.03,3.83,Recession,2.84,,75.0
2019-01-26 00:07:12.043204320,5440450.0,nan,Land,9000.0,Downtown Dubai,21.0,36.0,5.0,1.0,Elevator,East,Needs Renovation,3.96,2.38,3.54,,3.18,10296725.0,133.0
2019-01-26 04:30:01.620162016,4482330.0,Rent,Apartment,14227.0,Business Bay,46.0,20.0,3.0,,"Garden, Parking, Gym, Pool, Elevator",East,New,1.83,3.65,3.73,,1.51,13711872.0,149.0
2019-01-26 08:52:51.197119712,3751382.0,nan,Villa,10217.0,Dubai Marina,12.0,17.0,3.0,,"Elevator, Parking, Gym",nan,Renovated,3.99,2.1,3.81,Stable,0.43,7150314.0,147.0
2019-01-26 13:15:40.774077407,4359916.0,Sale,Apartment,7013.0,Business Bay,28.0,38.0,9.0,2.0,"Parking, Pool, Garden",nan,Renovated,4.24,3.61,3.93,Recession,5.35,,330.0
2019-01-26 17:38:30.351035103,11803513.0,Sale,Penthouse,5577.0,Dubai Marina,25.0,4.0,4.0,1.0,Elevator,West,Needs Renovation,2.81,4.75,3.62,Growth,5.81,,293.0
2019-01-26 22:01:19.927992799,10341406.0,Rent,Penthouse,13052.0,Downtown Dubai,41.0,26.0,8.0,2.0,"Elevator, Gym, Garden",nan,Renovated,1.76,,3.63,Growth,4.05,4580801.0,263.0
2019-01-27 02:24:09.504950495,789724.0,Rent,Land,4166.0,Dubai Marina,,11.0,,3.0,"Garden, Parking, Elevator",North,Under Construction,4.27,2.11,3.64,Stable,5.49,1701801.0,202.0
2019-01-27 06:46:59.081908191,2525203.0,Rent,Apartment,8374.0,Downtown Dubai,6.0,38.0,5.0,1.0,"Elevator, Garden, Gym, Pool",nan,New,3.08,5.33,3.71,Stable,9.4,4427968.0,206.0
2019-01-27 11:09:48.658865886,4904890.0,Rent,Apartment,2222.0,Downtown Dubai,,13.0,7.0,4.0,Pool,North,Needs Renovation,1.47,4.31,3.74,Stable,5.31,6620960.0,60.0
2019-01-27 15:32:38.235823582,1931239.0,Sale,Villa,2125.0,Palm Jumeirah,12.0,12.0,6.0,4.0,"Elevator, Pool",East,Renovated,4.09,3.5,3.94,Growth,0.66,1958935.0,227.0
2019-01-27 19:55:27.812781278,3964562.0,nan,Penthouse,4612.0,Palm Jumeirah,41.0,15.0,,3.0,"Parking, Pool, Garden, Gym",South,Renovated,3.24,3.81,3.72,Growth,2.07,14661852.0,339.0
2019-01-28 00:18:17.389738974,3508555.0,nan,Villa,4951.0,Palm Jumeirah,31.0,44.0,,3.0,"Gym, Garden",West,Renovated,4.72,2.36,3.99,Stable,3.74,7418360.0,111.0
2019-01-28 04:41:06.966696669,13488987.0,Sale,Villa,5764.0,Dubai Marina,46.0,32.0,,1.0,"Pool, Gym, Garden, Elevator, Parking",East,Under Construction,2.29,,3.57,,,,357.0
2019-01-28 09:03:56.543654365,3716197.0,Sale,Land,1633.0,Jumeirah,16.0,46.0,1.0,2.0,"Elevator, Pool, Gym, Garden",South,New,3.07,2.95,3.88,Growth,7.71,,6.0
2019-01-28 13:26:46.120612061,14602638.0,nan,Townhouse,10638.0,,3.0,17.0,9.0,4.0,"Parking, Gym",nan,New,2.97,4.81,3.71,,8.25,,40.0
2019-01-28 17:49:35.697569757,6839782.0,Sale,Penthouse,10429.0,Downtown Dubai,49.0,42.0,7.0,4.0,"Pool, Parking, Gym, Garden, Elevator",South,Under Construction,1.77,4.43,3.55,Recession,5.78,5307541.0,67.0
2019-01-28 22:12:25.274527452,6554042.0,Sale,Apartment,6319.0,Downtown Dubai,9.0,20.0,5.0,3.0,"Gym, Garden, Elevator, Pool, Parking",South,Needs Renovation,4.46,3.37,3.73,Stable,4.15,7947424.0,277.0
2019-01-29 02:35:14.851485148,6089735.0,Rent,Apartment,11871.0,,3.0,42.0,2.0,,Pool,South,Under Construction,2.53,3.76,3.85,Growth,4.06,,91.0
2019-01-29 06:58:04.428442844,13836641.0,Sale,Apartment,7234.0,Downtown Dubai,23.0,41.0,4.0,5.0,"Gym, Garden, Parking, Elevator, Pool",West,Renovated,2.82,3.56,3.79,Stable,6.16,,251.0
2019-01-29 11:20:54.005400540,2699637.0,Rent,Apartment,1989.0,Downtown Dubai,18.0,29.0,8.0,2.0,"Parking, Gym, Pool, Garden",South,New,4.08,2.41,3.57,Growth,6.55,,166.0
2019-01-29 15:43:43.582358236,12365450.0,,Land,14079.0,Downtown Dubai,43.0,17.0,6.0,2.0,"Pool, Gym, Garden, Elevator",East,Renovated,2.82,4.24,3.61,Recession,5.33,5130671.0,330.0
2019-01-29 20:06:33.159315931,11242820.0,Sale,Penthouse,2050.0,Palm Jumeirah,4.0,25.0,8.0,3.0,"Pool, Garden, Gym, Parking",West,Renovated,,,3.73,Growth,5.62,630168.0,171.0
2019-01-30 00:29:22.736273627,8660768.0,Sale,Land,1204.0,Jumeirah,19.0,20.0,2.0,2.0,"Garden, Parking, Elevator, Pool, Gym",East,Needs Renovation,4.87,2.8,3.54,,9.15,12792783.0,219.0
2019-01-30 04:52:12.313231323,7417969.0,Sale,Townhouse,14786.0,Dubai Marina,5.0,49.0,4.0,5.0,"Parking, Pool",nan,New,4.09,,3.85,Growth,7.95,,44.0
2019-01-30 09:15:01.890189019,10183952.0,Sale,Land,5391.0,Palm Jumeirah,49.0,48.0,5.0,5.0,Pool,North,Needs Renovation,2.75,2.85,3.53,Growth,4.55,11453505.0,309.0
2019-01-30 13:37:51.467146714,7904843.0,Sale,Villa,11048.0,Business Bay,38.0,14.0,1.0,3.0,"Gym, Garden, Parking, Elevator",South,Needs Renovation,2.2,2.68,4.0,Growth,,6573199.0,329.0
2019-01-30 18:00:41.044104410,2438902.0,Rent,Villa,11628.0,Dubai Marina,38.0,41.0,9.0,1.0,"Gym, Garden, Pool",West,Renovated,1.68,4.06,3.79,Recession,3.35,12398507.0,104.0
2019-01-30 22:23:30.621062106,1143320.0,Rent,Penthouse,3104.0,Downtown Dubai,14.0,18.0,6.0,2.0,"Pool, Garden",West,Under Construction,1.98,2.4,3.78,Stable,,7298418.0,342.0
2019-01-31 02:46:20.198019802,4098862.0,Rent,Townhouse,11033.0,Downtown Dubai,16.0,2.0,7.0,5.0,"Pool, Elevator, Garden",West,Under Construction,,4.96,3.84,Recession,5.61,8990262.0,47.0
2019-01-31 07:09:09.774977497,11280873.0,Rent,Penthouse,6724.0,Jumeirah,25.0,20.0,,3.0,"Garden, Elevator, Parking, Pool",nan,Renovated,2.28,5.99,3.66,Growth,1.11,12847160.0,146.0
2019-01-31 11:31:59.351935193,3815758.0,Sale,Land,1690.0,Dubai Marina,12.0,47.0,5.0,3.0,"Pool, Parking",West,New,,3.44,3.73,,7.88,6795781.0,243.0
2019-01-31 15:54:48.928892889,11302057.0,Rent,Villa,12288.0,,30.0,42.0,4.0,1.0,"Gym, Garden",East,Renovated,1.3,,3.89,Growth,1.41,2045177.0,209.0
2019-01-31 20:17:38.505850585,14682390.0,Rent,Land,3389.0,Downtown Dubai,,23.0,4.0,3.0,Gym,East,Under Construction,,3.95,3.59,Stable,0.75,10610294.0,167.0
2019-02-01 00:40:28.082808281,6297274.0,Sale,Villa,9221.0,Jumeirah,5.0,12.0,,4.0,"Elevator, Garden, Gym, Parking, Pool",West,New,1.23,4.22,3.77,Recession,2.56,12610415.0,252.0
2019-02-01 05:03:17.659765976,9411085.0,nan,Apartment,991.0,Palm Jumeirah,0.0,13.0,4.0,4.0,"Gym, Garden, Pool, Elevator",North,Renovated,3.44,2.61,3.71,Stable,9.94,10992088.0,58.0
2019-02-01 09:26:07.236723672,10842392.0,nan,Penthouse,10328.0,Downtown Dubai,38.0,11.0,4.0,3.0,"Gym, Elevator, Pool, Garden",South,Needs Renovation,2.57,4.81,3.74,Recession,7.65,9774023.0,18.0
2019-02-01 13:48:56.813681368,10083016.0,Rent,Land,3731.0,Palm Jumeirah,19.0,8.0,4.0,2.0,"Garden, Elevator, Gym, Pool",South,Needs Renovation,3.62,,3.51,,,3321235.0,22.0
2019-02-01 18:11:46.390639064,13578119.0,Sale,Townhouse,11124.0,Business Bay,41.0,6.0,8.0,1.0,Garden,West,New,2.45,2.81,3.63,Stable,4.53,10561099.0,89.0
2019-02-01 22:34:35.967596759,4491151.0,Rent,Townhouse,7696.0,,0.0,2.0,9.0,4.0,"Gym, Parking, Garden",East,New,4.55,5.04,3.94,Recession,9.54,6974803.0,232.0
2019-02-02 02:57:25.544554455,6223006.0,Rent,Penthouse,3855.0,Palm Jumeirah,28.0,40.0,4.0,3.0,"Gym, Parking, Garden",West,Needs Renovation,1.03,5.99,3.89,Growth,6.95,4156066.0,47.0
2019-02-02 07:20:15.121512151,2101860.0,Rent,Penthouse,10027.0,Jumeirah,4.0,39.0,7.0,1.0,"Parking, Pool",North,Under Construction,3.9,2.15,3.65,Stable,5.55,1832825.0,305.0
2019-02-02 11:43:04.698469847,6249683.0,Rent,Penthouse,14264.0,Palm Jumeirah,39.0,25.0,5.0,2.0,"Pool, Garden",North,Needs Renovation,,4.21,3.79,Stable,0.82,,82.0
2019-02-02 16:05:54.275427542,760190.0,Rent,Apartment,12518.0,Downtown Dubai,24.0,41.0,7.0,2.0,"Garden, Pool, Parking",East,New,3.17,4.23,3.94,Growth,5.83,14016095.0,302.0
2019-02-02 20:28:43.852385238,11035580.0,Rent,Land,7135.0,Downtown Dubai,25.0,23.0,4.0,4.0,Pool,West,Under Construction,2.5,2.52,3.57,Recession,8.33,11834129.0,96.0
2019-02-03 00:51:33.429342934,3991994.0,Rent,Land,11383.0,Jumeirah,15.0,4.0,,4.0,"Gym, Pool, Garden, Parking, Elevator",North,Renovated,3.29,3.67,3.9,Recession,9.92,1256347.0,256.0
2019-02-03 05:14:23.006300630,8577225.0,Rent,Land,7886.0,Dubai Marina,48.0,44.0,3.0,2.0,"Elevator, Gym, Pool, Garden, Parking",South,Under Construction,4.75,3.81,3.55,Recession,,12837608.0,237.0
2019-02-03 09:37:12.583258326,2889675.0,Sale,Penthouse,13301.0,Business Bay,26.0,46.0,2.0,3.0,"Gym, Parking, Elevator, Garden, Pool",North,Needs Renovation,,3.5,3.98,Stable,7.78,4019933.0,360.0
2019-02-03 14:00:02.160216021,3207866.0,Sale,Villa,13968.0,Palm Jumeirah,,25.0,4.0,2.0,"Pool, Gym, Elevator, Garden, Parking",nan,New,4.07,5.49,3.86,Stable,8.08,3709296.0,194.0
2019-02-03 18:22:51.737173717,11227376.0,Sale,Villa,4464.0,Jumeirah,17.0,43.0,3.0,4.0,"Garden, Pool, Gym",West,Renovated,2.49,3.71,3.94,,,,264.0
2019-02-03 22:45:41.314131413,12775652.0,Sale,Penthouse,2803.0,Business Bay,15.0,45.0,8.0,1.0,Pool,East,New,1.55,5.5,3.94,,1.06,,36.0
2019-02-04 03:08:30.891089109,7735585.0,Rent,Apartment,11200.0,Palm Jumeirah,25.0,48.0,7.0,1.0,"Elevator, Garden",West,Under Construction,3.75,,3.71,Recession,,,86.0
2019-02-04 07:31:20.468046804,4784101.0,Rent,Townhouse,8894.0,Business Bay,44.0,20.0,8.0,3.0,Parking,East,Needs Renovation,4.02,5.32,3.91,Recession,1.63,1778732.0,248.0
2019-02-04 11:54:10.045004500,10043259.0,Rent,Land,812.0,Jumeirah,6.0,2.0,8.0,3.0,"Gym, Parking, Garden, Elevator, Pool",South,Under Construction,1.8,4.49,3.97,Stable,,12421213.0,151.0
2019-02-04 16:16:59.621962196,985734.0,Rent,Land,5468.0,Palm Jumeirah,10.0,17.0,7.0,5.0,"Pool, Elevator, Parking, Gym, Garden",nan,Needs Renovation,3.05,3.16,3.83,Recession,,13732988.0,39.0
2019-02-04 20:39:49.198919892,3537104.0,Rent,Land,8684.0,Downtown Dubai,48.0,28.0,8.0,1.0,"Parking, Elevator, Garden",East,Renovated,2.07,2.39,3.53,Stable,5.07,10661164.0,290.0
2019-02-05 01:02:38.775877588,683638.0,Sale,Townhouse,2826.0,Business Bay,5.0,27.0,7.0,4.0,"Gym, Elevator, Garden",South,Needs Renovation,1.87,5.89,3.77,Recession,9.67,2213093.0,239.0
2019-02-05 05:25:28.352835283,5086141.0,Sale,Penthouse,4343.0,Dubai Marina,14.0,1.0,5.0,3.0,"Gym, Pool, Parking, Elevator, Garden",North,Renovated,1.67,4.7,3.81,Stable,3.1,9424830.0,131.0
2019-02-05 09:48:17.929792979,960022.0,Sale,Penthouse,11233.0,Jumeirah,7.0,1.0,7.0,1.0,"Pool, Garden",North,Renovated,1.62,3.8,3.61,Recession,8.74,14754815.0,65.0
2019-02-05 14:11:07.506750675,10094658.0,Rent,Villa,5055.0,Jumeirah,8.0,33.0,7.0,3.0,"Garden, Gym, Pool, Elevator",East,New,,3.46,3.63,Stable,5.85,7712116.0,265.0
2019-02-05 18:33:57.083708371,12115782.0,Rent,Villa,3831.0,Downtown Dubai,8.0,24.0,6.0,2.0,"Elevator, Pool",North,New,,3.99,3.65,Growth,6.24,3527638.0,224.0
2019-02-05 22:56:46.660666066,5568450.0,Sale,Penthouse,4662.0,Downtown Dubai,,30.0,2.0,4.0,"Gym, Elevator, Garden, Pool",West,Under Construction,4.22,2.08,3.89,Growth,1.06,4493014.0,262.0
2019-02-06 03:19:36.237623762,7576434.0,Sale,Land,1891.0,Dubai Marina,49.0,14.0,8.0,,"Gym, Parking",East,Needs Renovation,4.06,5.93,3.56,,4.08,8505721.0,263.0
2019-02-06 07:42:25.814581458,13673194.0,Rent,Townhouse,7676.0,Palm Jumeirah,1.0,0.0,3.0,2.0,Garden,South,Needs Renovation,3.17,5.71,3.94,Stable,9.65,,78.0
2019-02-06 12:05:15.391539154,10319931.0,Rent,Apartment,1693.0,Jumeirah,33.0,6.0,6.0,4.0,"Elevator, Pool, Parking, Garden",South,New,1.05,2.68,3.91,Recession,2.98,,230.0
2019-02-06 16:28:04.968496849,2121845.0,Sale,Townhouse,12185.0,Downtown Dubai,18.0,43.0,2.0,3.0,"Garden, Elevator, Parking, Gym, Pool",East,New,,4.53,3.82,Growth,5.94,2598745.0,218.0
2019-02-06 20:50:54.545454545,12708233.0,Sale,Land,3405.0,Jumeirah,43.0,7.0,,3.0,"Garden, Parking, Gym, Elevator",West,Renovated,,2.45,3.71,Stable,4.76,14710762.0,276.0
2019-02-07 01:13:44.122412241,6532904.0,Rent,Penthouse,6870.0,Business Bay,20.0,13.0,3.0,,"Elevator, Parking, Garden, Pool",North,Needs Renovation,3.78,3.75,3.78,Recession,0.78,3643030.0,273.0
2019-02-07 05:36:33.699369937,5808667.0,Sale,Townhouse,2320.0,Downtown Dubai,31.0,30.0,9.0,4.0,"Garden, Elevator, Pool",East,Under Construction,2.64,3.97,3.82,Stable,,13262097.0,194.0
2019-02-07 09:59:23.276327633,1530351.0,Sale,Apartment,8087.0,Jumeirah,20.0,1.0,8.0,2.0,"Parking, Elevator",North,Needs Renovation,,4.04,3.98,Stable,,3574261.0,223.0
2019-02-07 14:22:12.853285328,12268329.0,Rent,Land,3614.0,Business Bay,16.0,10.0,6.0,3.0,"Pool, Elevator, Parking, Garden, Gym",North,Needs Renovation,4.79,2.29,3.99,Recession,9.56,4322595.0,146.0
2019-02-07 18:45:02.430243024,1101856.0,Rent,Apartment,2659.0,Business Bay,30.0,14.0,7.0,2.0,"Parking, Elevator, Pool, Gym, Garden",South,New,2.75,5.78,3.59,Recession,8.06,6523556.0,332.0
2019-02-07 23:07:52.007200720,7911647.0,Sale,Penthouse,14593.0,Jumeirah,31.0,13.0,2.0,5.0,"Garden, Pool, Gym, Parking",South,New,3.87,3.83,3.77,Recession,9.35,,0.0
2019-02-08 03:30:41.584158416,1070637.0,nan,Townhouse,4985.0,Palm Jumeirah,32.0,49.0,2.0,4.0,"Parking, Gym, Elevator, Pool",West,New,3.28,2.23,3.94,Recession,2.26,4206802.0,1.0
2019-02-08 07:53:31.161116111,9988129.0,Rent,Townhouse,7659.0,Jumeirah,3.0,17.0,8.0,5.0,"Gym, Elevator, Parking",South,Renovated,,,3.85,,0.65,4165683.0,310.0
2019-02-08 12:16:20.738073807,12304099.0,Rent,Apartment,14970.0,Dubai Marina,13.0,8.0,4.0,2.0,"Elevator, Pool, Parking",South,Renovated,4.27,2.13,3.58,Growth,,9782134.0,26.0
2019-02-08 16:39:10.315031503,9359188.0,Sale,Villa,10998.0,Downtown Dubai,23.0,11.0,1.0,4.0,"Parking, Gym, Elevator, Pool, Garden",North,Needs Renovation,,3.63,3.99,Growth,6.38,5873970.0,136.0
2019-02-08 21:01:59.891989199,719602.0,nan,Villa,10675.0,Palm Jumeirah,34.0,41.0,1.0,4.0,"Parking, Gym, Garden",East,Needs Renovation,4.69,3.17,3.72,Growth,6.47,7226889.0,188.0
2019-02-09 01:24:49.468946894,9538499.0,Sale,Penthouse,7533.0,Palm Jumeirah,33.0,23.0,5.0,5.0,"Elevator, Garden, Parking, Gym, Pool",East,Needs Renovation,3.84,4.28,3.74,Growth,7.43,14121774.0,93.0
2019-02-09 05:47:39.045904590,6047926.0,Rent,Land,12245.0,Downtown Dubai,28.0,6.0,3.0,3.0,"Elevator, Pool, Gym",West,Needs Renovation,4.22,4.4,3.9,Stable,9.51,,278.0
2019-02-09 10:10:28.622862286,5421136.0,,Apartment,7165.0,Downtown Dubai,,17.0,1.0,3.0,"Garden, Parking, Gym",North,Under Construction,4.07,5.79,3.97,Growth,,14801517.0,334.0
2019-02-09 14:33:18.199819982,14907949.0,nan,Penthouse,4856.0,Business Bay,18.0,15.0,5.0,2.0,Pool,West,Needs Renovation,,5.51,3.67,Stable,3.85,7695714.0,229.0
2019-02-09 18:56:07.776777678,12472996.0,,Apartment,14400.0,Business Bay,25.0,1.0,7.0,5.0,Parking,North,Renovated,3.82,,3.87,Recession,7.29,,90.0
2019-02-09 23:18:57.353735373,7810482.0,Sale,Townhouse,10894.0,Dubai Marina,19.0,8.0,7.0,2.0,"Elevator, Garden, Pool, Gym, Parking",East,Needs Renovation,2.93,4.57,3.94,Stable,,7732656.0,293.0
2019-02-10 03:41:46.930693069,1261811.0,Sale,Penthouse,9068.0,Dubai Marina,,7.0,6.0,4.0,"Gym, Elevator",North,Under Construction,3.34,5.15,3.71,Stable,5.86,12776283.0,31.0
2019-02-10 08:04:36.507650765,11839143.0,Rent,Land,14615.0,Downtown Dubai,48.0,23.0,2.0,3.0,"Elevator, Garden",East,Renovated,3.46,3.59,3.94,Growth,3.76,2359617.0,238.0
2019-02-10 12:27:26.084608461,14372896.0,Rent,Land,1571.0,Jumeirah,12.0,43.0,5.0,3.0,"Pool, Garden, Gym",South,Under Construction,1.07,4.05,3.67,Recession,5.85,14296883.0,47.0
2019-02-10 16:50:15.661566156,9992551.0,nan,Penthouse,12000.0,Jumeirah,12.0,39.0,9.0,5.0,"Garden, Pool, Gym, Elevator",South,New,2.26,3.64,3.71,Recession,7.43,7936682.0,349.0
2019-02-10 21:13:05.238523852,697567.0,Rent,Penthouse,11382.0,Business Bay,5.0,2.0,,5.0,"Pool, Garden, Parking, Elevator, Gym",East,Needs Renovation,1.43,3.5,3.61,Stable,1.67,2504282.0,328.0
2019-02-11 01:35:54.815481548,4439346.0,nan,Apartment,14783.0,Business Bay,28.0,21.0,,2.0,Pool,North,New,,4.82,3.55,Recession,2.9,,252.0
2019-02-11 05:58:44.392439244,14022542.0,Rent,Townhouse,12445.0,Jumeirah,14.0,33.0,9.0,3.0,Gym,South,Needs Renovation,3.12,5.76,3.86,Stable,1.56,3574600.0,245.0
2019-02-11 10:21:33.969396939,10518029.0,,Land,5010.0,Business Bay,38.0,46.0,9.0,3.0,"Gym, Garden, Pool, Elevator, Parking",West,Under Construction,2.05,2.62,3.81,Recession,9.48,5737802.0,65.0
2019-02-11 14:44:23.546354635,4901432.0,Rent,Land,6830.0,Palm Jumeirah,31.0,41.0,9.0,,"Gym, Garden, Elevator, Pool",West,New,4.74,5.97,3.59,Growth,9.52,13668160.0,174.0
2019-02-11 19:07:13.123312331,5538009.0,Sale,Penthouse,12646.0,Dubai Marina,35.0,29.0,,3.0,"Garden, Pool, Gym",South,New,2.15,4.34,3.85,,3.5,1098243.0,158.0
2019-02-11 23:30:02.700270027,4736687.0,nan,Villa,13683.0,Dubai Marina,11.0,10.0,,3.0,"Elevator, Pool",North,New,4.62,3.27,3.58,Recession,5.22,12786937.0,133.0
2019-02-12 03:52:52.277227723,13418707.0,Sale,Townhouse,6765.0,,4.0,42.0,1.0,3.0,"Gym, Parking",South,Needs Renovation,2.6,2.75,3.52,Growth,4.46,2354515.0,285.0
2019-02-12 08:15:41.854185418,8091581.0,Sale,Penthouse,3518.0,Downtown Dubai,8.0,7.0,2.0,2.0,Gym,East,Under Construction,1.07,,3.51,Recession,3.85,1932522.0,71.0
2019-02-12 12:38:31.431143114,6830794.0,nan,Land,10059.0,Dubai Marina,27.0,33.0,7.0,5.0,Gym,South,New,3.54,5.84,3.7,Recession,6.38,,296.0
2019-02-12 17:01:21.008100810,9309114.0,Rent,Villa,10047.0,Downtown Dubai,47.0,27.0,1.0,5.0,"Elevator, Gym, Garden, Pool, Parking",East,Under Construction,3.78,2.99,3.53,Growth,1.77,14565460.0,101.0
2019-02-12 21:24:10.585058506,12241755.0,Sale,Villa,906.0,,47.0,31.0,6.0,1.0,"Gym, Pool, Parking, Garden, Elevator",West,Renovated,,2.84,3.75,Stable,2.31,2005027.0,180.0
2019-02-13 01:47:00.162016201,11687528.0,Sale,Land,9209.0,Business Bay,0.0,31.0,6.0,3.0,"Garden, Pool, Elevator",North,New,4.06,5.05,3.54,,6.28,11373928.0,308.0
2019-02-13 06:09:49.738973897,12222106.0,Sale,Land,1164.0,Business Bay,44.0,17.0,,2.0,"Garden, Pool",East,Under Construction,3.33,2.17,3.77,Recession,1.28,12794119.0,355.0
2019-02-13 10:32:39.315931593,7465659.0,Sale,Villa,904.0,Dubai Marina,33.0,13.0,5.0,4.0,"Elevator, Garden, Pool, Gym, Parking",nan,Under Construction,3.24,3.3,3.94,Growth,2.64,1694037.0,258.0
2019-02-13 14:55:28.892889289,12229226.0,Sale,Apartment,14783.0,Downtown Dubai,,33.0,,3.0,"Parking, Elevator, Garden, Gym",East,Under Construction,2.26,3.38,3.6,Recession,6.36,9443655.0,264.0
2019-02-13 19:18:18.469846984,1172480.0,Rent,Apartment,12934.0,Jumeirah,0.0,1.0,7.0,5.0,Gym,East,Under Construction,1.99,5.55,3.99,Growth,1.97,,9.0
2019-02-13 23:41:08.046804680,13846094.0,Sale,Land,7270.0,Downtown Dubai,,15.0,9.0,5.0,"Elevator, Gym, Parking, Garden, Pool",North,New,1.84,4.99,3.85,Stable,,1078490.0,69.0
2019-02-14 04:03:57.623762376,7021136.0,Rent,Apartment,1428.0,Business Bay,39.0,34.0,2.0,4.0,"Garden, Elevator, Pool",North,New,,2.63,3.62,Stable,7.04,1874553.0,152.0
2019-02-14 08:26:47.200720072,7991828.0,,Villa,12925.0,Business Bay,11.0,7.0,,4.0,Elevator,East,New,1.63,4.74,3.5,Recession,3.81,,331.0
2019-02-14 12:49:36.777677768,8797441.0,Sale,Apartment,9733.0,Dubai Marina,24.0,29.0,3.0,5.0,"Pool, Parking",East,Renovated,2.81,5.86,3.81,,4.38,9039153.0,11.0
2019-02-14 17:12:26.354635463,14594571.0,Sale,Apartment,11076.0,Jumeirah,48.0,6.0,,5.0,"Pool, Elevator, Gym",East,Renovated,2.13,5.77,3.94,Stable,6.62,685991.0,259.0
2019-02-14 21:35:15.931593159,4969809.0,Rent,Land,12783.0,Dubai Marina,29.0,37.0,5.0,5.0,"Pool, Parking, Gym, Elevator",South,Renovated,1.96,2.86,3.66,Recession,4.74,9539174.0,15.0
2019-02-15 01:58:05.508550855,5713362.0,Rent,Penthouse,12149.0,Downtown Dubai,11.0,15.0,6.0,3.0,"Parking, Gym",West,Under Construction,4.58,5.88,3.94,Recession,0.91,2391072.0,72.0
2019-02-15 06:20:55.085508551,14553394.0,Rent,Land,5251.0,Dubai Marina,18.0,30.0,,4.0,"Garden, Gym, Elevator, Pool, Parking",East,New,1.08,5.82,3.91,Stable,7.9,6505795.0,217.0
2019-02-15 10:43:44.662466246,1539873.0,Sale,Penthouse,10925.0,Business Bay,19.0,25.0,2.0,1.0,"Gym, Garden, Parking, Elevator, Pool",South,New,2.58,5.86,3.98,Stable,6.81,5266562.0,106.0
2019-02-15 15:06:34.239423942,2748863.0,nan,Villa,7719.0,,47.0,31.0,3.0,2.0,"Pool, Gym, Parking, Garden, Elevator",West,Needs Renovation,,5.89,3.52,Stable,8.92,13065365.0,182.0
2019-02-15 19:29:23.816381638,13355507.0,Sale,Penthouse,8867.0,Palm Jumeirah,,1.0,6.0,5.0,"Garden, Gym, Pool",West,Renovated,3.94,4.5,3.5,Growth,5.56,11757924.0,313.0
2019-02-15 23:52:13.393339334,7366651.0,,Apartment,13478.0,Downtown Dubai,6.0,24.0,6.0,1.0,Elevator,South,Needs Renovation,4.46,5.52,3.71,Recession,8.83,11511585.0,11.0
2019-02-16 04:15:02.970297029,628552.0,Sale,Land,14669.0,Jumeirah,16.0,48.0,1.0,5.0,"Parking, Garden, Elevator, Pool",South,Renovated,,4.59,3.52,Recession,4.17,,259.0
2019-02-16 08:37:52.547254725,7448950.0,Rent,Villa,8324.0,Business Bay,47.0,35.0,5.0,2.0,Garden,West,Under Construction,1.66,5.29,3.77,Growth,9.33,3172481.0,305.0
2019-02-16 13:00:42.124212421,1858331.0,nan,Apartment,14536.0,Downtown Dubai,47.0,29.0,1.0,1.0,"Elevator, Parking, Garden, Pool, Gym",East,New,2.29,5.11,3.94,Stable,9.44,7790934.0,125.0
